id,line,name,mold_name,time,date,count,working,emergency_stop,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,molten_volume,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,upper_mold_temp3,lower_mold_temp1,lower_mold_temp2,lower_mold_temp3,sleeve_temperature,physical_strength,Coolant_temperature,EMS_operation_time,registration_time,passorfail,tryshot_signal,mold_code,heating_furnace
73073,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-11,23:43:35,109,가동,ON,717.0,118,120,105.0,106.0,106.0,324.0,46.0,118.0,176.0,1449.0,200.0,192.0,957.0,309.0,647.0,34.0,23,2019-03-11 23:43:35,0.0,,8722,
73076,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-11,23:45:36,110,가동,ON,717.0,118,120,105.0,106.0,105.0,325.0,46.0,118.0,177.0,1449.0,201.0,193.0,1012.0,315.0,652.0,34.0,23,2019-03-11 23:45:36,0.0,,8722,
73079,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-11,23:47:31,111,가동,ON,717.0,118,120,105.0,110.0,104.0,325.0,46.0,118.0,181.0,1449.0,198.0,193.0,1012.0,315.0,653.0,34.0,23,2019-03-11 23:47:31,0.0,,8722,
73081,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-11,23:49:44,112,가동,ON,718.0,131,120,105.0,106.0,104.0,324.0,46.0,119.0,178.0,1449.0,199.0,193.0,1025.0,317.0,645.0,34.0,23,2019-03-11 23:49:44,0.0,,8722,
73084,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-11,23:51:47,113,가동,ON,718.0,118,122,105.0,106.0,103.0,325.0,44.0,118.0,177.0,1449.0,201.0,192.0,1030.0,320.0,665.0,34.0,23,2019-03-11 23:51:47,0.0,,8722,
73087,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-11,23:53:36,114,가동,ON,718.0,121,122,105.0,106.0,102.0,325.0,44.0,118.0,176.0,1449.0,200.0,192.0,1030.0,317.0,665.0,34.0,23,2019-03-11 23:53:36,0.0,,8722,
73090,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-11,23:55:55,115,가동,ON,719.0,120,122,105.0,108.0,101.0,324.0,48.0,119.0,177.0,1449.0,201.0,193.0,1059.0,312.0,660.0,34.0,23,2019-03-11 23:55:55,0.0,,8722,
73093,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-11,23:57:53,116,가동,ON,720.0,121,123,105.0,122.0,101.0,325.0,42.0,118.0,177.0,1449.0,202.0,193.0,1061.0,315.0,653.0,34.0,23,2019-03-11 23:57:53,0.0,,8722,
73096,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-11,23:59:45,117,가동,ON,721.0,119,121,105.0,119.0,100.0,325.0,42.0,119.0,178.0,1449.0,202.0,193.0,1033.0,316.0,649.0,34.0,23,2019-03-11 23:59:45,0.0,,8722,
73103,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:06:16,118,가동,ON,723.0,119,121,105.0,107.0,98.0,324.0,43.0,97.0,123.0,1449.0,143.0,184.0,1068.0,286.0,644.0,34.0,23,2019-03-12 00:06:16,0.0,,8722,
73106,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:08:02,119,가동,ON,723.0,152,121,105.0,106.0,98.0,324.0,43.0,97.0,150.0,1449.0,167.0,184.0,1068.0,299.0,644.0,34.0,23,2019-03-12 00:08:02,0.0,,8722,
73109,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:10:22,120,가동,ON,724.0,120,127,105.0,127.0,97.0,325.0,41.0,113.0,159.0,1449.0,181.0,185.0,1066.0,307.0,651.0,34.0,23,2019-03-12 00:10:22,0.0,,8722,
73114,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:13:45,121,가동,ON,725.0,125,127,104.0,106.0,96.0,324.0,42.0,95.0,144.0,1449.0,161.0,180.0,1060.0,278.0,657.0,34.0,23,2019-03-12 00:13:45,0.0,,8722,
73117,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:15:46,122,가동,ON,726.0,140,131,105.0,107.0,95.0,325.0,42.0,95.0,154.0,1449.0,174.0,180.0,1060.0,297.0,663.0,34.0,23,2019-03-12 00:15:46,0.0,,8722,
73120,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:17:42,123,가동,ON,727.0,129,120,105.0,107.0,94.0,325.0,45.0,112.0,163.0,1449.0,188.0,182.0,1070.0,308.0,656.0,34.0,23,2019-03-12 00:17:42,0.0,,8722,
73123,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:19:51,124,가동,ON,727.0,119,125,105.0,106.0,94.0,325.0,45.0,112.0,167.0,1449.0,193.0,182.0,1070.0,311.0,656.0,34.0,23,2019-03-12 00:19:51,0.0,,8722,
73126,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:21:53,125,가동,ON,727.0,124,125,105.0,110.0,93.0,325.0,48.0,114.0,169.0,1449.0,197.0,186.0,1061.0,307.0,650.0,34.0,23,2019-03-12 00:21:53,0.0,,8722,
73129,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:23:58,126,가동,ON,727.0,124,124,105.0,106.0,92.0,325.0,45.0,114.0,171.0,1449.0,199.0,189.0,1099.0,306.0,655.0,34.0,23,2019-03-12 00:23:58,0.0,,8722,
73131,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:26:04,127,가동,ON,728.0,121,126,105.0,108.0,91.0,325.0,47.0,115.0,172.0,1449.0,199.0,189.0,1122.0,309.0,651.0,34.0,23,2019-03-12 00:26:04,0.0,,8722,
73134,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:28:07,128,가동,ON,728.0,125,124,105.0,110.0,90.0,325.0,43.0,116.0,173.0,1449.0,201.0,190.0,1063.0,310.0,659.0,34.0,23,2019-03-12 00:28:07,0.0,,8722,
73137,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:30:58,129,가동,ON,728.0,122,129,105.0,108.0,90.0,324.0,44.0,114.0,172.0,1449.0,199.0,190.0,1058.0,313.0,651.0,34.0,23,2019-03-12 00:30:58,0.0,,8722,
73140,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:32:46,130,가동,ON,729.0,128,135,105.0,109.0,89.0,325.0,44.0,112.0,170.0,1449.0,197.0,189.0,1051.0,311.0,653.0,34.0,23,2019-03-12 00:32:46,0.0,,8722,
73143,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:34:45,131,가동,ON,729.0,133,121,105.0,107.0,88.0,324.0,44.0,116.0,174.0,1449.0,200.0,189.0,1048.0,316.0,676.0,34.0,23,2019-03-12 00:34:45,0.0,,8722,
73146,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:36:43,132,가동,ON,729.0,120,120,105.0,108.0,87.0,325.0,45.0,117.0,174.0,1449.0,201.0,190.0,1053.0,316.0,650.0,34.0,23,2019-03-12 00:36:43,0.0,,8722,
73149,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:38:35,133,가동,ON,729.0,119,121,105.0,133.0,86.0,324.0,42.0,118.0,176.0,1449.0,201.0,191.0,1049.0,315.0,659.0,34.0,23,2019-03-12 00:38:35,0.0,,8722,
73152,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:40:35,134,가동,ON,730.0,119,120,105.0,107.0,86.0,324.0,45.0,118.0,177.0,1449.0,201.0,191.0,1045.0,315.0,654.0,34.0,23,2019-03-12 00:40:35,0.0,,8722,
73155,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:42:39,135,가동,ON,730.0,120,122,105.0,108.0,85.0,325.0,43.0,118.0,176.0,1449.0,202.0,191.0,1036.0,315.0,650.0,34.0,23,2019-03-12 00:42:39,0.0,,8722,
73160,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:46:43,136,가동,ON,731.0,120,122,105.0,106.0,84.0,325.0,54.0,94.0,145.0,1449.0,158.0,182.0,1059.0,258.0,663.0,34.0,23,2019-03-12 00:46:43,0.0,,8722,
73163,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:48:43,137,가동,ON,731.0,154,122,105.0,108.0,82.0,324.0,47.0,112.0,166.0,1449.0,177.0,184.0,1064.0,284.0,654.0,34.0,23,2019-03-12 00:48:43,0.0,,8722,
73166,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:50:47,138,가동,ON,731.0,129,120,105.0,110.0,82.0,325.0,47.0,115.0,168.0,1449.0,187.0,187.0,1058.0,299.0,656.0,34.0,23,2019-03-12 00:50:47,0.0,,8722,
73169,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:53:02,139,가동,ON,731.0,119,140,105.0,106.0,81.0,325.0,50.0,110.0,163.0,1449.0,185.0,188.0,1056.0,311.0,654.0,34.0,23,2019-03-12 00:53:02,0.0,,8722,
73172,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:55:04,140,가동,ON,730.0,140,123,105.0,109.0,80.0,324.0,47.0,114.0,168.0,1449.0,191.0,189.0,1046.0,308.0,655.0,34.0,23,2019-03-12 00:55:04,0.0,,8722,
73175,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:57:11,141,가동,ON,730.0,121,124,105.0,108.0,79.0,325.0,49.0,115.0,170.0,1449.0,193.0,191.0,1044.0,315.0,662.0,34.0,23,2019-03-12 00:57:11,0.0,,8722,
73178,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,00:59:08,142,가동,ON,729.0,123,128,105.0,109.0,78.0,325.0,49.0,114.0,168.0,1449.0,194.0,191.0,1051.0,324.0,647.0,34.0,23,2019-03-12 00:59:08,0.0,,8722,
73181,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:01:23,143,가동,ON,729.0,127,125,105.0,109.0,78.0,324.0,49.0,115.0,171.0,1449.0,192.0,192.0,1061.0,315.0,653.0,34.0,23,2019-03-12 01:01:23,0.0,,8722,
73184,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:03:25,144,가동,ON,728.0,124,125,105.0,107.0,77.0,325.0,51.0,115.0,171.0,1449.0,194.0,193.0,1066.0,312.0,647.0,34.0,23,2019-03-12 01:03:25,0.0,,8722,
73187,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:05:27,145,가동,ON,728.0,123,125,105.0,107.0,76.0,325.0,44.0,116.0,172.0,1449.0,197.0,193.0,1069.0,312.0,655.0,34.0,23,2019-03-12 01:05:27,0.0,,8722,
73191,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:07:40,146,가동,ON,728.0,119,126,105.0,106.0,76.0,325.0,53.0,115.0,172.0,1449.0,196.0,193.0,1072.0,324.0,657.0,34.0,23,2019-03-12 01:07:40,0.0,,8722,
73194,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:09:51,147,가동,ON,728.0,129,126,105.0,106.0,74.0,324.0,46.0,115.0,173.0,1449.0,198.0,194.0,1071.0,311.0,645.0,34.0,23,2019-03-12 01:09:51,0.0,,8722,
73197,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:11:51,148,가동,ON,728.0,118,125,105.0,106.0,74.0,324.0,53.0,116.0,172.0,1449.0,197.0,193.0,1053.0,323.0,651.0,34.0,23,2019-03-12 01:11:51,0.0,,8722,
73199,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:13:44,149,가동,ON,728.0,125,121,105.0,109.0,72.0,325.0,53.0,116.0,174.0,1449.0,200.0,194.0,1053.0,311.0,651.0,34.0,23,2019-03-12 01:13:44,0.0,,8722,
73202,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:15:51,150,가동,ON,729.0,118,121,105.0,109.0,72.0,325.0,48.0,118.0,175.0,1449.0,201.0,194.0,1050.0,316.0,659.0,34.0,23,2019-03-12 01:15:51,0.0,,8722,
73205,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:17:43,151,가동,ON,729.0,120,122,105.0,107.0,71.0,325.0,48.0,118.0,175.0,1449.0,201.0,195.0,1050.0,309.0,653.0,34.0,23,2019-03-12 01:17:43,0.0,,8722,
73209,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:20:17,152,가동,ON,729.0,123,143,105.0,109.0,70.0,324.0,49.0,111.0,168.0,1449.0,191.0,196.0,1046.0,298.0,652.0,34.0,23,2019-03-12 01:20:17,0.0,,8722,
73212,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:22:20,153,가동,ON,729.0,141,125,105.0,106.0,69.0,325.0,50.0,114.0,171.0,1449.0,194.0,195.0,1041.0,307.0,653.0,34.0,23,2019-03-12 01:22:20,0.0,,8722,
73215,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:24:25,154,가동,ON,729.0,124,125,105.0,109.0,68.0,324.0,48.0,115.0,172.0,1449.0,196.0,196.0,1043.0,310.0,654.0,34.0,23,2019-03-12 01:24:25,0.0,,8722,
73218,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:26:27,155,가동,ON,730.0,122,124,105.0,106.0,67.0,324.0,50.0,116.0,174.0,1449.0,196.0,196.0,1037.0,313.0,663.0,34.0,23,2019-03-12 01:26:27,0.0,,8722,
73221,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:28:29,156,가동,ON,730.0,122,124,105.0,110.0,66.0,324.0,49.0,117.0,175.0,1449.0,199.0,196.0,1033.0,313.0,654.0,34.0,23,2019-03-12 01:28:29,0.0,,8722,
73224,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:30:30,157,가동,ON,731.0,122,123,105.0,107.0,66.0,324.0,49.0,117.0,175.0,1449.0,200.0,196.0,1041.0,312.0,653.0,34.0,23,2019-03-12 01:30:30,0.0,,8722,
73227,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:32:46,158,가동,ON,731.0,120,122,105.0,107.0,65.0,325.0,47.0,118.0,174.0,1449.0,200.0,195.0,1027.0,312.0,654.0,34.0,23,2019-03-12 01:32:46,0.0,,8722,
73230,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:34:51,159,가동,ON,731.0,120,122,105.0,110.0,65.0,325.0,46.0,117.0,175.0,1449.0,198.0,195.0,1045.0,315.0,662.0,34.0,23,2019-03-12 01:34:51,0.0,,8722,
73233,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:36:52,160,가동,ON,731.0,120,125,105.0,111.0,64.0,325.0,48.0,117.0,175.0,1449.0,196.0,195.0,1040.0,322.0,658.0,34.0,23,2019-03-12 01:36:52,0.0,,8722,
73236,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:38:50,161,가동,ON,731.0,126,124,105.0,108.0,62.0,325.0,51.0,116.0,174.0,1449.0,195.0,195.0,1046.0,312.0,656.0,34.0,23,2019-03-12 01:38:50,0.0,,8722,
73239,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:40:59,162,가동,ON,730.0,123,129,105.0,107.0,62.0,325.0,53.0,115.0,171.0,1449.0,194.0,196.0,1049.0,321.0,656.0,34.0,23,2019-03-12 01:40:59,0.0,,8722,
73242,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:43:02,163,가동,ON,729.0,131,129,105.0,111.0,61.0,324.0,53.0,115.0,172.0,1449.0,193.0,196.0,1049.0,308.0,644.0,34.0,23,2019-03-12 01:43:02,0.0,,8722,
73245,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:45:11,164,가동,ON,729.0,121,124,105.0,112.0,60.0,324.0,47.0,116.0,173.0,1449.0,194.0,196.0,1043.0,312.0,663.0,34.0,23,2019-03-12 01:45:11,0.0,,8722,
73248,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:47:10,165,가동,ON,728.0,122,124,105.0,111.0,59.0,325.0,49.0,116.0,174.0,1449.0,199.0,196.0,1050.0,314.0,656.0,34.0,23,2019-03-12 01:47:10,0.0,,8722,
73251,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:49:13,166,가동,ON,728.0,123,126,105.0,107.0,58.0,325.0,51.0,116.0,174.0,1449.0,201.0,196.0,1044.0,316.0,648.0,34.0,23,2019-03-12 01:49:13,0.0,,8722,
73254,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:51:33,167,가동,ON,728.0,127,128,105.0,108.0,57.0,325.0,45.0,115.0,173.0,1449.0,198.0,196.0,1068.0,312.0,654.0,34.0,23,2019-03-12 01:51:33,0.0,,8722,
73257,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:53:34,168,가동,ON,728.0,122,124,105.0,107.0,56.0,325.0,53.0,116.0,174.0,1449.0,198.0,195.0,1060.0,312.0,658.0,34.0,23,2019-03-12 01:53:34,0.0,,8722,
73260,전자교반 3라인 2호기,TM Carrier RH,TM Carrier RH-Semi-Solid DIE-06,2019-03-12,01:55:52,169,가동,ON,728.0,130,132,105.0,107.0,55.0,324.0,51.0,113.0,172.0,1449.0,196.0,195.0,1091.0,310.0,654.0,34.0,23,2019-03-12 01:55:52,0.0,,8722,
